CNO,START,END,ORGAN,CANCER,CANCER_TYPE
10,51009991,51488349,pancreas,carcinoma,NS
10,51036970,51523861,pancreas,carcinoma,NS
10,51036970,51548609,pancreas,carcinoma,NS
10,51036970,52988372,pancreas,carcinoma,NS
10,51197138,51586672,lung,carcinoma,squamous_cell_carcinoma
10,51231576,51550917,large_intestine,carcinoma,adenocarcinoma
10,51488696,51553349,pancreas,carcinoma,NS
10,51496796,51635623,lung,carcinoma,adenocarcinoma
10,51549314,53186479,pancreas,carcinoma,NS
10,51804873,51994839,lung,carcinoma,adenocarcinoma
10,52002852,52021418,large_intestine,carcinoma,adenocarcinoma
10,52002852,52021418,endometrium,carcinoma,endometrioid_carcinoma
10,52064428,52084763,ovary,carcinoma,serous_carcinoma
10,52075928,56445954,pancreas,carcinoma,NS
10,52084763,70991426,lung,carcinoma,squamous_cell_carcinoma
10,52088733,59379460,central_nervous_system,glioma,astrocytoma_Grade_IV
10,52156909,135506704,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,52194090,52211404,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,52371188,53330229,pancreas,carcinoma,NS
10,52374289,53585411,pancreas,carcinoma,NS
10,52477351,53139938,pancreas,carcinoma,NS
10,52478264,54798006,pancreas,carcinoma,NS
10,52478264,53688297,pancreas,carcinoma,NS
10,52558493,52616921,liver,carcinoma,hepatocellular_carcinoma
10,52573772,53261988,pancreas,carcinoma,NS
10,52627572,53808859,central_nervous_system,glioma,astrocytoma_Grade_IV
10,52717885,52724824,pancreas,carcinoma,NS
10,52725458,52773142,large_intestine,carcinoma,adenocarcinoma
10,52730890,52775044,large_intestine,carcinoma,adenocarcinoma
10,52731919,52782374,large_intestine,carcinoma,adenocarcinoma
10,52734996,52798532,large_intestine,carcinoma,adenocarcinoma
10,52734996,52763285,large_intestine,carcinoma,adenocarcinoma
10,52792194,55898144,pancreas,carcinoma,NS
10,52813733,63557049,pancreas,carcinoma,NS
10,52828171,53100449,large_intestine,carcinoma,adenocarcinoma
10,52857962,52920482,ovary,carcinoma,serous_carcinoma
10,52874500,52880832,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,52874500,52881023,endometrium,carcinoma,endometrioid_carcinoma
10,52911474,53062052,pancreas,carcinoma,NS
10,52914210,53673192,breast,carcinoma,NS
10,52991510,53060634,pancreas,carcinoma,NS
10,53025206,53173458,pancreas,carcinoma,NS
10,53060905,56102910,pancreas,carcinoma,NS
10,53093126,53208813,pancreas,carcinoma,NS
10,53116618,53414819,large_intestine,carcinoma,adenocarcinoma
10,53132299,53191480,large_intestine,carcinoma,adenocarcinoma
10,53181372,53348048,pancreas,carcinoma,NS
10,53186703,54861336,pancreas,carcinoma,NS
10,53188837,53208265,ovary,carcinoma,serous_carcinoma
10,53192541,53209580,urinary_tract,carcinoma,NS
10,53197117,54731281,pancreas,carcinoma,NS
10,53210107,54636819,pancreas,carcinoma,NS
10,53223351,53411242,pancreas,carcinoma,NS
10,53231684,53237935,ovary,carcinoma,serous_carcinoma
10,53263809,58721707,pancreas,carcinoma,NS
10,53330663,59572975,pancreas,carcinoma,NS
10,53392384,53531131,ovary,carcinoma,serous_carcinoma
10,53425328,55190325,pancreas,carcinoma,NS
10,53484074,53974219,lung,carcinoma,squamous_cell_carcinoma
10,53528442,59363635,pancreas,carcinoma,NS
10,53588339,54816632,pancreas,carcinoma,NS
10,53627572,53655128,large_intestine,carcinoma,adenocarcinoma
10,53673286,54031811,breast,carcinoma,NS
10,53686204,53799331,large_intestine,carcinoma,adenocarcinoma
10,53689774,55424759,pancreas,carcinoma,NS
10,53699753,53843374,pancreas,carcinoma,NS
10,53710157,53713806,breast,carcinoma,NS
10,53889620,53897211,lung,carcinoma,adenocarcinoma
10,54001038,54157064,lung,carcinoma,squamous_cell_carcinoma
10,54011665,54018241,pancreas,carcinoma,NS
10,54012974,54032702,pancreas,carcinoma,NS
10,54031849,55440169,breast,carcinoma,NS
10,54063733,54107534,ovary,carcinoma,serous_carcinoma
10,54067241,54087203,pancreas,carcinoma,NS
10,54095773,54337021,pancreas,carcinoma,NS
10,54098669,54197690,large_intestine,carcinoma,adenocarcinoma
10,54109544,54201572,large_intestine,carcinoma,adenocarcinoma
10,54112284,54331208,pancreas,carcinoma,NS
10,54136199,54148626,lung,carcinoma,adenocarcinoma
10,54138496,54153591,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,54157616,54409488,lung,carcinoma,squamous_cell_carcinoma
10,54193818,54225761,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,54597614,54925783,ovary,carcinoma,serous_carcinoma
10,54632299,54635849,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,54638739,57595769,pancreas,carcinoma,NS
10,54732242,59136808,pancreas,carcinoma,NS
10,54794208,55271540,pancreas,carcinoma,NS
10,54798085,59362526,pancreas,carcinoma,NS
10,54817258,58511952,pancreas,carcinoma,NS
10,54837180,54937235,pancreas,carcinoma,NS
10,54854441,59318263,pancreas,carcinoma,NS
10,54862560,57409695,pancreas,carcinoma,NS
10,54885436,54941401,urinary_tract,carcinoma,NS
10,54901002,55094843,pancreas,carcinoma,NS
10,54927527,56076604,ovary,carcinoma,serous_carcinoma
10,54932474,54958347,lung,carcinoma,squamous_cell_carcinoma
10,54986563,54999855,urinary_tract,carcinoma,NS
10,55001571,56467238,breast,carcinoma,ductal_carcinoma
10,55043282,55142409,endometrium,carcinoma,endometrioid_carcinoma
10,55119521,55120108,large_intestine,carcinoma,adenocarcinoma
10,55119521,55120850,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,55192984,55581204,pancreas,carcinoma,NS
10,55329112,55351984,central_nervous_system,glioma,astrocytoma_Grade_IV
10,55394423,55840376,pancreas,carcinoma,NS
10,55425561,59763468,pancreas,carcinoma,NS
10,55440364,56603443,breast,carcinoma,NS
10,55484432,55496887,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,55494040,55835544,pancreas,carcinoma,NS
10,55540656,55772753,large_intestine,carcinoma,adenocarcinoma
10,55581779,57647581,pancreas,carcinoma,NS
10,55635719,55657419,endometrium,carcinoma,endometrioid_carcinoma
10,55773377,55868485,pancreas,carcinoma,NS
10,55777289,55779271,large_intestine,carcinoma,adenocarcinoma
10,55871211,55874056,lung,carcinoma,adenocarcinoma
10,55884408,56298769,pancreas,carcinoma,NS
10,55903108,57313274,pancreas,carcinoma,NS
10,55903108,57409695,pancreas,carcinoma,NS
10,55983543,56595890,pancreas,carcinoma,NS
10,56027016,56040184,large_intestine,carcinoma,adenocarcinoma
10,56063506,56089068,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,56076619,56763520,ovary,carcinoma,serous_carcinoma
10,56104514,57431221,pancreas,carcinoma,NS
10,56130467,56148535,large_intestine,carcinoma,adenocarcinoma
10,56153636,56153917,large_intestine,carcinoma,adenocarcinoma
10,56185541,56195087,large_intestine,carcinoma,adenocarcinoma
10,56195142,56214575,lung,carcinoma,squamous_cell_carcinoma
10,56405670,56547552,pancreas,carcinoma,NS
10,56448886,56467563,pancreas,carcinoma,NS
10,56461325,56534862,lung,carcinoma,squamous_cell_carcinoma
10,56470832,62786851,pancreas,carcinoma,NS
10,56479783,57410974,breast,carcinoma,ductal_carcinoma
10,56604230,56903944,breast,carcinoma,NS
10,56618325,56626798,lung,carcinoma,squamous_cell_carcinoma
10,56634227,58501018,ovary,carcinoma,serous_carcinoma
10,56634227,57144397,lung,carcinoma,squamous_cell_carcinoma
10,56763640,56909927,ovary,carcinoma,serous_carcinoma
10,56904676,57056414,breast,carcinoma,NS
10,56909962,57500096,ovary,carcinoma,serous_carcinoma
10,57060014,58075085,breast,carcinoma,NS
10,57073531,57401749,pancreas,carcinoma,NS
10,57188995,57541096,pancreas,carcinoma,NS
10,57232715,57267538,endometrium,carcinoma,endometrioid_carcinoma
10,57279153,57376501,pancreas,carcinoma,NS
10,57416961,62323611,pancreas,carcinoma,NS
10,57416961,59420647,pancreas,carcinoma,NS
10,57432506,59487363,pancreas,carcinoma,NS
10,57582378,61417318,breast,carcinoma,NS
10,57597140,62221458,pancreas,carcinoma,NS
10,57597140,60052999,pancreas,carcinoma,NS
10,57648594,58084701,pancreas,carcinoma,NS
10,57683893,57852543,pancreas,carcinoma,NS
10,57736009,57989326,pancreas,carcinoma,NS
10,57750532,57777613,large_intestine,carcinoma,adenocarcinoma
10,57769098,57790400,urinary_tract,carcinoma,NS
10,57776997,57807488,ovary,carcinoma,serous_carcinoma
10,57845381,58570037,ovary,carcinoma,serous_carcinoma
10,57990523,57999790,large_intestine,carcinoma,adenocarcinoma
10,57995635,57997591,lung,carcinoma,squamous_cell_carcinoma
10,58076723,58516765,breast,carcinoma,NS
10,58086141,59379460,pancreas,carcinoma,NS
10,58321888,58432949,ovary,carcinoma,serous_carcinoma
10,58351189,58563729,pancreas,carcinoma,NS
10,58516470,58520718,pancreas,carcinoma,NS
10,58516813,59384090,breast,carcinoma,NS
10,58527756,60396873,pancreas,carcinoma,NS
10,58550151,58560672,lung,carcinoma,adenocarcinoma
10,58653641,58685860,central_nervous_system,glioma,astrocytoma_Grade_IV
10,58681810,58720703,large_intestine,carcinoma,adenocarcinoma
10,58723878,59410897,pancreas,carcinoma,NS
10,58739433,59404400,pancreas,carcinoma,NS
10,58803714,59436355,ovary,carcinoma,serous_carcinoma
10,58822244,59732393,pancreas,carcinoma,NS
10,58879797,59124635,endometrium,carcinoma,endometrioid_carcinoma
10,58979694,59060506,large_intestine,carcinoma,adenocarcinoma
10,58979694,59079751,large_intestine,carcinoma,adenocarcinoma
10,58999705,59156440,large_intestine,carcinoma,adenocarcinoma
10,59003796,59111369,large_intestine,carcinoma,adenocarcinoma
10,59003796,59092737,ovary,carcinoma,serous_carcinoma
10,59006305,59156440,large_intestine,carcinoma,adenocarcinoma
10,59027451,59096116,endometrium,carcinoma,endometrioid_carcinoma
10,59094568,59098259,ovary,carcinoma,serous_carcinoma
10,59094960,59156440,large_intestine,carcinoma,adenocarcinoma
10,59113403,59766998,pancreas,carcinoma,NS
10,59139949,62245963,pancreas,carcinoma,NS
10,59274516,59298138,large_intestine,carcinoma,adenocarcinoma
10,59354615,59375409,endometrium,carcinoma,endometrioid_carcinoma
10,59363930,62221458,pancreas,carcinoma,NS
10,59378331,59394717,endometrium,carcinoma,endometrioid_carcinoma
10,59384883,59701343,pancreas,carcinoma,NS
10,59384883,59811047,breast,carcinoma,NS
10,59417476,78905128,pancreas,carcinoma,NS
10,59423191,61388368,pancreas,carcinoma,NS
10,59460195,59827646,ovary,carcinoma,serous_carcinoma
10,59492331,59492516,pancreas,carcinoma,NS
10,59500344,62221458,pancreas,carcinoma,NS
10,59573319,61438710,pancreas,carcinoma,NS
10,59707476,60118681,pancreas,carcinoma,NS
10,59740695,59744545,lung,carcinoma,adenocarcinoma
10,59766998,62221458,pancreas,carcinoma,NS
10,59811940,61106387,breast,carcinoma,NS
10,59859845,60145597,large_intestine,carcinoma,adenocarcinoma
10,59891858,60254706,endometrium,carcinoma,endometrioid_carcinoma
10,59927968,60072630,large_intestine,carcinoma,adenocarcinoma
10,59952774,60298566,large_intestine,carcinoma,adenocarcinoma
10,60044491,60169253,large_intestine,carcinoma,adenocarcinoma
10,60059641,61957168,pancreas,carcinoma,NS
10,60121414,62015007,pancreas,carcinoma,NS
10,60160455,60304607,large_intestine,carcinoma,adenocarcinoma
10,60161663,60268216,large_intestine,carcinoma,adenocarcinoma
10,60205780,60303912,large_intestine,carcinoma,adenocarcinoma
10,60254706,60293294,large_intestine,carcinoma,adenocarcinoma
10,60254706,60286505,large_intestine,carcinoma,adenocarcinoma
10,60261306,60286505,large_intestine,carcinoma,adenocarcinoma
10,60264205,60286505,large_intestine,carcinoma,adenocarcinoma
10,60264332,60292402,large_intestine,carcinoma,adenocarcinoma
10,60346228,60391582,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,60399745,62803589,pancreas,carcinoma,NS
10,60440507,60895501,ovary,carcinoma,serous_carcinoma
10,60604883,60671305,endometrium,carcinoma,endometrioid_carcinoma
10,60839167,61227930,pancreas,carcinoma,NS
10,60867167,60896702,large_intestine,carcinoma,adenocarcinoma
10,60872649,60896702,large_intestine,carcinoma,adenocarcinoma
10,60872649,60998700,large_intestine,carcinoma,adenocarcinoma
10,60896209,60944131,ovary,carcinoma,serous_carcinoma
10,60944329,61578027,ovary,carcinoma,serous_carcinoma
10,61106694,61938637,breast,carcinoma,NS
10,61353877,62724231,urinary_tract,carcinoma,NS
10,61388599,62221458,pancreas,carcinoma,NS
10,61440124,61481196,ovary,carcinoma,serous_carcinoma
10,61443381,62221458,pancreas,carcinoma,NS
10,61508784,75601653,breast,carcinoma,NS
10,61584835,62562855,ovary,carcinoma,serous_carcinoma
10,61589965,61740692,ovary,carcinoma,serous_carcinoma
10,61594645,61755261,lung,carcinoma,adenocarcinoma
10,61697582,61877146,breast,carcinoma,NS
10,61903170,62005201,breast,carcinoma,NS
10,61930272,62062524,lung,carcinoma,squamous_cell_carcinoma
10,61939090,62248622,breast,carcinoma,NS
10,61960135,62374041,pancreas,carcinoma,NS
10,62015782,62348709,pancreas,carcinoma,NS
10,62021593,62733317,pancreas,carcinoma,NS
10,62047294,62349506,pancreas,carcinoma,NS
10,62119700,62124745,pancreas,carcinoma,NS
10,62123334,62166732,pancreas,carcinoma,NS
10,62222236,62374041,pancreas,carcinoma,NS
10,62222236,62249233,pancreas,carcinoma,NS
10,62222236,62249233,pancreas,carcinoma,NS
10,62222236,62547124,pancreas,carcinoma,NS
10,62222236,62249642,pancreas,carcinoma,NS
10,62222236,62249233,pancreas,carcinoma,NS
10,62222236,62255948,pancreas,carcinoma,NS
10,62222414,62355728,pancreas,carcinoma,NS
10,62245834,62249233,pancreas,carcinoma,NS
10,62245981,62249233,pancreas,carcinoma,NS
10,62247878,62249233,pancreas,carcinoma,NS
10,62247963,62249233,pancreas,carcinoma,NS
10,62249261,62662314,breast,carcinoma,NS
10,62249495,62307850,pancreas,carcinoma,NS
10,62249495,63240300,pancreas,carcinoma,NS
10,62249495,63264872,pancreas,carcinoma,NS
10,62249495,62294324,pancreas,carcinoma,NS
10,62249495,62547124,pancreas,carcinoma,NS
10,62249495,62307850,pancreas,carcinoma,NS
10,62249659,62307597,pancreas,carcinoma,NS
10,62294814,62323611,pancreas,carcinoma,NS
10,62307850,62311744,pancreas,carcinoma,NS
10,62308519,62323611,pancreas,carcinoma,NS
10,62308519,62311523,pancreas,carcinoma,NS
10,62311744,62374041,pancreas,carcinoma,NS
10,62312449,62318852,pancreas,carcinoma,NS
10,62319277,62323611,pancreas,carcinoma,NS
10,62324528,63259595,pancreas,carcinoma,NS
10,62324528,63167132,pancreas,carcinoma,NS
10,62324528,63568223,pancreas,carcinoma,NS
10,62324528,64919511,pancreas,carcinoma,NS
10,62327674,62922430,lung,carcinoma,squamous_cell_carcinoma
10,62349259,64560878,pancreas,carcinoma,NS
10,62356233,66438993,pancreas,carcinoma,NS
10,62384304,66488267,pancreas,carcinoma,NS
10,62554500,63216707,ovary,carcinoma,serous_carcinoma
10,62564936,64559027,ovary,carcinoma,serous_carcinoma
10,62662468,63247599,breast,carcinoma,NS
10,62678445,62751096,ovary,carcinoma,serous_carcinoma
10,62788795,66153612,pancreas,carcinoma,NS
10,62804205,64200060,pancreas,carcinoma,NS
10,62866831,63264872,pancreas,carcinoma,NS
10,62957888,63141052,endometrium,carcinoma,endometrioid_carcinoma
10,63157465,63186686,pancreas,carcinoma,NS
10,63166773,63169951,pancreas,carcinoma,NS
10,63167262,63169951,pancreas,carcinoma,NS
10,63172694,66442823,pancreas,carcinoma,NS
10,63183583,63553849,pancreas,carcinoma,NS
10,63218332,63227103,ovary,carcinoma,serous_carcinoma
10,63228190,64604392,ovary,carcinoma,serous_carcinoma
10,63247795,64269110,breast,carcinoma,NS
10,63264872,64848773,pancreas,carcinoma,NS
10,63279936,66442823,pancreas,carcinoma,NS
10,63381954,63438578,pancreas,carcinoma,NS
10,63535327,67306276,ovary,carcinoma,serous_carcinoma
10,63558605,64855558,pancreas,carcinoma,NS
10,63926234,64029895,pancreas,carcinoma,NS
10,63926234,64029895,pancreas,carcinoma,NS
10,63926234,64223280,pancreas,carcinoma,NS
10,63952639,64029895,pancreas,carcinoma,NS
10,64200383,64557155,pancreas,carcinoma,NS
10,64249140,64274256,ovary,carcinoma,serous_carcinoma
10,64269387,65408661,breast,carcinoma,NS
10,64541737,64596291,large_intestine,carcinoma,adenocarcinoma
10,64559277,64834352,ovary,carcinoma,serous_carcinoma
10,64561090,64570411,pancreas,carcinoma,NS
10,64563702,64580061,pancreas,carcinoma,NS
10,64563702,64580061,pancreas,carcinoma,NS
10,64572093,64676376,pancreas,carcinoma,NS
10,64588424,66447538,pancreas,carcinoma,NS
10,64680751,65381740,pancreas,carcinoma,NS
10,64833109,64859519,lung,carcinoma,squamous_cell_carcinoma
10,64837294,65659959,ovary,carcinoma,serous_carcinoma
10,64854861,70586998,pancreas,carcinoma,NS
10,64854861,65387858,pancreas,carcinoma,NS
10,64859984,70586998,pancreas,carcinoma,NS
10,64908800,64924217,large_intestine,carcinoma,adenocarcinoma
10,64920588,65387858,pancreas,carcinoma,NS
10,64920588,65391113,pancreas,carcinoma,NS
10,64920588,65333946,pancreas,carcinoma,NS
10,64971659,65620581,ovary,carcinoma,serous_carcinoma
10,65000494,65194128,liver,carcinoma,hepatocellular_carcinoma
10,65022317,65245502,lung,carcinoma,adenocarcinoma
10,65056074,65182708,central_nervous_system,glioma,astrocytoma_Grade_IV
10,65313284,65341224,ovary,carcinoma,serous_carcinoma
10,65340387,65387858,pancreas,carcinoma,NS
10,65381934,66446037,pancreas,carcinoma,NS
10,65391113,66144092,pancreas,carcinoma,NS
10,65392260,66406859,pancreas,carcinoma,NS
10,65409182,65461640,breast,carcinoma,NS
10,65461793,66183635,breast,carcinoma,NS
10,65506596,65514404,pancreas,carcinoma,NS
10,65537101,65719033,ovary,carcinoma,serous_carcinoma
10,65661790,66375794,ovary,carcinoma,serous_carcinoma
10,65668401,65671263,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,65669764,65671263,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,65669764,65671915,lung,carcinoma,squamous_cell_carcinoma
10,65673545,65677176,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,65682806,66078258,ovary,carcinoma,serous_carcinoma
10,65725710,66704235,ovary,carcinoma,serous_carcinoma
10,65738482,65752958,endometrium,carcinoma,endometrioid_carcinoma
10,65947578,66381526,pancreas,carcinoma,NS
10,66153612,68901222,pancreas,carcinoma,NS
10,66153612,66473487,pancreas,carcinoma,NS
10,66154377,67306304,pancreas,carcinoma,NS
10,66191432,66789033,breast,carcinoma,NS
10,66286540,66304668,endometrium,carcinoma,endometrioid_carcinoma
10,66375958,66856177,ovary,carcinoma,serous_carcinoma
10,66406959,69896336,pancreas,carcinoma,NS
10,66406959,69871319,pancreas,carcinoma,NS
10,66406959,69054048,pancreas,carcinoma,NS
10,66438119,66446475,lung,carcinoma,adenocarcinoma
10,66442823,69366602,pancreas,carcinoma,NS
10,66442823,69072867,pancreas,carcinoma,NS
10,66447434,66472840,pancreas,carcinoma,NS
10,66447538,69112493,pancreas,carcinoma,NS
10,66447538,68535981,pancreas,carcinoma,NS
10,66449229,66561285,pancreas,carcinoma,NS
10,66473418,67306304,pancreas,carcinoma,NS
10,66561285,67088959,pancreas,carcinoma,NS
10,66563656,67478601,pancreas,carcinoma,NS
10,66580852,67306869,pancreas,carcinoma,NS
10,66696980,66720320,lung,carcinoma,squamous_cell_carcinoma
10,66696980,66723619,lung,carcinoma,squamous_cell_carcinoma
10,66702789,66963409,pancreas,carcinoma,NS
10,66789629,66941140,breast,carcinoma,NS
10,66856505,67032387,ovary,carcinoma,serous_carcinoma
10,66946349,68559354,breast,carcinoma,NS
10,67037492,67106495,ovary,carcinoma,serous_carcinoma
10,67107377,67615683,ovary,carcinoma,serous_carcinoma
10,67252134,67257711,breast,carcinoma,NS
10,67253951,67257885,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,67299848,67311196,large_intestine,carcinoma,adenocarcinoma
10,67306158,67308837,large_intestine,carcinoma,adenocarcinoma
10,67306869,67314442,pancreas,carcinoma,NS
10,67306869,67314442,pancreas,carcinoma,NS
10,67307923,67314401,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,67316023,71062950,pancreas,carcinoma,NS
10,67316023,70782126,pancreas,carcinoma,NS
10,67318448,67593008,pancreas,carcinoma,NS
10,67445066,67477283,endometrium,carcinoma,endometrioid_carcinoma
10,67481425,69983127,pancreas,carcinoma,NS
10,67597853,67607304,lung,carcinoma,adenocarcinoma
10,67615759,67904984,ovary,carcinoma,serous_carcinoma
10,67958828,70512569,large_intestine,carcinoma,adenocarcinoma
10,67964463,68430394,endometrium,carcinoma,endometrioid_carcinoma
10,68037411,68057063,central_nervous_system,glioma,astrocytoma_Grade_IV
10,68061433,68321601,pancreas,carcinoma,NS
10,68077764,68109338,ovary,carcinoma,serous_carcinoma
10,68281117,68552389,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,68317506,68419440,ovary,carcinoma,serous_carcinoma
10,68387790,68416861,lung,carcinoma,squamous_cell_carcinoma
10,68396663,68423171,large_intestine,carcinoma,adenocarcinoma
10,68400164,68418299,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,68424721,68514307,lung,carcinoma,squamous_cell_carcinoma
10,68543376,69678078,pancreas,carcinoma,NS
10,68566285,69888483,pancreas,carcinoma,NS
10,68604328,68613748,ovary,carcinoma,serous_carcinoma
10,68604328,68615277,lung,carcinoma,adenocarcinoma
10,68607581,68616275,kidney,carcinoma,clear_cell_renal_cell_carcinoma
10,68608031,68621790,lung,carcinoma,squamous_cell_carcinoma
10,68754653,70455490,pancreas,carcinoma,NS
10,68836305,68877973,ovary,carcinoma,serous_carcinoma
10,68901252,70562243,pancreas,carcinoma,NS
10,69057549,70586998,pancreas,carcinoma,NS
10,69129288,69523326,pancreas,carcinoma,NS
10,69174953,69597824,pancreas,carcinoma,NS
10,69191552,69526946,ovary,carcinoma,serous_carcinoma
10,69352355,71217613,NS,NS,NS
10,69370832,69493240,pancreas,carcinoma,NS
10,69387008,71232175,ovary,carcinoma,serous_carcinoma
10,69500867,74135696,large_intestine,carcinoma,adenocarcinoma
10,69524406,82858087,pancreas,carcinoma,NS
10,69678179,82718209,pancreas,carcinoma,NS
10,69873739,70586998,pancreas,carcinoma,NS
10,69900240,70100250,pancreas,carcinoma,NS
10,69970312,70059043,large_intestine,carcinoma,adenocarcinoma
10,69975314,70004954,large_intestine,carcinoma,adenocarcinoma
10,69975677,70183236,large_intestine,carcinoma,adenocarcinoma
10,69975677,70051955,large_intestine,carcinoma,adenocarcinoma
10,69987644,70263579,pancreas,carcinoma,NS
10,69989788,70002935,lung,carcinoma,adenocarcinoma
10,70004954,70174432,lung,carcinoma,adenocarcinoma
10,70035884,70195622,large_intestine,carcinoma,adenocarcinoma
10,70097281,70587433,pancreas,carcinoma,NS
10,70101417,70586998,pancreas,carcinoma,NS
10,70101417,70257260,pancreas,carcinoma,NS
10,70134829,70168300,endometrium,carcinoma,endometrioid_carcinoma
10,70170657,70455594,lung,carcinoma,squamous_cell_carcinoma
10,70174707,70290782,lung,carcinoma,adenocarcinoma
10,70271354,70895143,pancreas,carcinoma,NS
10,70290842,71426121,lung,carcinoma,adenocarcinoma
10,70519603,71322001,large_intestine,carcinoma,adenocarcinoma
10,70559993,70649244,central_nervous_system,glioma,astrocytoma_Grade_IV
10,70589892,81232632,pancreas,carcinoma,NS
10,70589892,71084361,pancreas,carcinoma,NS
10,70589892,75911276,pancreas,carcinoma,NS
10,70589892,70895143,pancreas,carcinoma,NS
10,70626330,70645697,lung,carcinoma,squamous_cell_carcinoma
10,70783075,74087691,pancreas,carcinoma,NS
10,70906916,73762662,pancreas,carcinoma,NS
10,70906916,70937566,pancreas,carcinoma,NS
10,70906916,70937566,pancreas,carcinoma,NS
10,70922159,70937566,pancreas,carcinoma,NS
10,70939542,74262555,pancreas,carcinoma,NS
10,70991534,83560554,lung,carcinoma,squamous_cell_carcinoma
10,71063316,71739572,pancreas,carcinoma,NS
10,71407239,71601764,pancreas,carcinoma,NS
10,71730827,72633967,breast,carcinoma,NS
10,71740691,72662237,pancreas,carcinoma,NS
10,71853923,71874784,pancreas,carcinoma,NS
10,71855597,72018243,pancreas,carcinoma,NS
10,71900189,72004454,pancreas,carcinoma,NS
10,71900189,71905569,pancreas,carcinoma,NS
10,71905569,71992518,pancreas,carcinoma,NS
10,71910630,71989306,pancreas,carcinoma,NS
10,71966819,71989306,pancreas,carcinoma,NS
10,71966819,71989306,pancreas,carcinoma,NS
10,71966819,71989306,pancreas,carcinoma,NS
10,71992518,73975593,pancreas,carcinoma,NS
10,72311394,72318190,pancreas,carcinoma,NS
10,72311394,72318190,pancreas,carcinoma,NS
10,72344579,72364733,endometrium,carcinoma,endometrioid_carcinoma
10,72428563,73500155,ovary,carcinoma,serous_carcinoma
10,72443984,72450392,pancreas,carcinoma,NS
10,72639569,72653011,large_intestine,carcinoma,adenocarcinoma
10,72663997,73842689,pancreas,carcinoma,NS
10,72850504,72910085,endometrium,carcinoma,endometrioid_carcinoma
10,72852735,72883868,pancreas,carcinoma,NS
10,73135919,73211108,pancreas,carcinoma,NS
10,73341221,73641091,pancreas,carcinoma,NS
10,73352647,77765236,ovary,carcinoma,serous_carcinoma
10,73428758,77126174,large_intestine,carcinoma,adenocarcinoma
10,73456378,74706816,breast,carcinoma,NS
10,73514364,73626223,pancreas,carcinoma,NS
10,73521578,75330379,lung,carcinoma,squamous_cell_carcinoma
10,73550117,73693414,pancreas,carcinoma,NS
10,73641906,74101833,pancreas,carcinoma,NS
10,73707100,73975593,pancreas,carcinoma,NS
10,73708100,73714820,pancreas,carcinoma,NS
10,73765995,73769385,pancreas,carcinoma,NS
10,73769507,75512427,pancreas,carcinoma,NS
10,73845884,76820310,pancreas,carcinoma,NS
10,73988264,74020044,pancreas,carcinoma,NS
10,74032366,74262555,pancreas,carcinoma,NS
10,74090186,79529807,pancreas,carcinoma,NS
10,74102476,75362019,pancreas,carcinoma,NS
10,74112186,74147400,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
10,74132776,74257119,central_nervous_system,glioma,astrocytoma_Grade_IV
10,74136697,74266200,large_intestine,carcinoma,adenocarcinoma
10,74141852,74914256,pancreas,carcinoma,NS
10,74268031,74934442,pancreas,carcinoma,NS
10,74268031,75009107,pancreas,carcinoma,NS
10,74708876,75746067,breast,carcinoma,NS
10,74908021,75424174,pancreas,carcinoma,NS
10,74923562,75919690,pancreas,carcinoma,NS
10,74957896,75911276,pancreas,carcinoma,NS
10,75011761,75503692,pancreas,carcinoma,NS
10,75374521,75973292,pancreas,carcinoma,NS
10,75512427,75853796,pancreas,carcinoma,NS
10,75519322,75716223,pancreas,carcinoma,NS
10,75547241,75699347,ovary,carcinoma,serous_carcinoma
10,75647491,75727098,pancreas,carcinoma,NS
10,75648056,75778687,endometrium,carcinoma,endometrioid_carcinoma
10,75706565,78053046,ovary,carcinoma,serous_carcinoma
10,75727098,82411802,pancreas,carcinoma,NS
10,75749781,76991223,ovary,carcinoma,serous_carcinoma
10,75749781,76139291,breast,carcinoma,NS
10,75777601,78317235,breast,carcinoma,NS
